country,country_long,name,capacity_mw,latitude,longitude,primary_fuel,estimated_generation_gwh_2013,estimated_generation_gwh_2014,estimated_generation_gwh_2015,estimated_generation_gwh_2016,estimated_generation_gwh_2017
CHN,China,Dingzhou power station,2520,38.5122,114.8434,Coal,,,,,12279.18
CHN,China,Guodian Baoji-2 power station,2520,34.498,107.2176,Coal,,,,,12279.18
CHN,China,Huainan Fengtai power station,2520,32.7579,116.6492,Coal,,,,,12279.18
CHN,China,Huaneng Pingliang power station,2520,35.5014,106.7871,Coal,,,,,12279.18
CHN,China,Huanghua Cangzhou power station,2520,38.3094,117.879,Coal,,,,,12279.18
CHN,China,Shanwei Honghaiwan power station,2520,22.7061,115.5543,Coal,,,,,12279.18
CHN,China,Tieling power station,2520,42.345,123.803,Coal,,,,,12279.18
CHN,China,Tongmei Tashan power station,2520,39.9792,113.1887,Coal,,,,,12279.18
CHN,China,Yangxi Zhujiang power station,2520,21.5426,111.6703,Coal,,,,,12279.18
CHN,China,Zheneng Wenzhou power station,2520,27.9963,120.8356,Coal,,,,,12279.18
CHN,China,Zheneng Yueqing power station,2520,28.1704,121.0889,Coal,,,,,12279.18
CAN,Canada,La Grande-2-A,2106,53.7808,-77.5483,Hydro,12396.06,12334.68,12471.94,12368.48,12258.81
IND,India,CHHABRA TPS,2320,24.6217,77.0357,Coal,,,,,12221.66
IND,India,MOUDA STPS,2320,21.1797,79.3978,Coal,,,,,12221.66
CHN,China,CKI Lamma power station,2500,22.2185,114.1082,Coal,,,,,12181.72
CHN,China,Huainan Luohe power station,2500,32.6837,117.0753,Coal,,,,,12181.72
USA,United States of America,Crystal River,3449,28.9656,-82.6977,Gas,,,,,12162.88
VNM,Vietnam,Ca Mau 1,1542,9.242,105.06,Gas,,,,,12132.04
MYS,Malaysia,Kapar Energy Ventures (KEV),2420,3.1167,101.3217,Gas,,,,,12092.77
USA,United States of America,Cumberland (TN),2600,36.3903,-87.6539,Coal,,,,,12009.85
USA,United States of America,Gavin Power  LLC,2600,38.9347,-82.1158,Coal,,,,,12009.85
USA,United States of America,Rockport,2600,37.9256,-87.0372,Coal,,,,,12009.85
CHN,China,Xishan Gujiao power station,2460,37.8915,112.0886,Coal,,,,,11986.81
CHN,China,Yangzhou-2 power station,2460,32.2684,119.4193,Coal,,,,,11986.81
USA,United States of America,Trimble County,2594.1,38.5847,-85.4117,Coal,,,,,11982.6
CHN,China,Daihai power station,2430,40.5204,112.6674,Coal,,,,,11840.63
JPN,Japan,Maizuru power station,1800,35.527,135.342,Coal,,,,,11826
USA,United States of America,Roxboro,2558.2,36.4833,-79.0731,Coal,,,,,11816.77
VEN,Venezuela,Manuel Piar (Tocoma) Hydroelectric Power Plant Venezuela,2530,7.8997,-63.0322,Hydro,12742.8,12444.41,12444.41,12777.71,11770.09
CHN,China,Gezhouba,3190,30.7397,111.2695,Hydro,,,,,11740.72
CHN,China,Gou Pi Tan,3000,27.3744,107.633,Hydro,8574.45,11767.01,9916.15,12738.79,11716.14
TUR,Turkey,Zonguldak Eren (ZETES),2090,41.5035,31.8875,Coal,,,,,11705.73
SAU,Saudi Arabia,RABIGH,4348.3,22.66,39.033,Oil,,,,,11704.1
CHN,China,Datang Wushashan power station,2400,29.505,121.6627,Coal,,,,,11694.45
CHN,China,Diandong power station,2400,25.1995,104.6826,Coal,,,,,11694.45
CHN,China,Fuzhou Kemen power station,2400,26.3736,119.7621,Coal,,,,,11694.45
CHN,China,Guangan power station,2400,30.5288,106.8256,Coal,,,,,11694.45
CHN,China,Guizhou Faer power station,2400,26.3251,104.7706,Coal,,,,,11694.45
CHN,China,Hancheng power station,2400,35.6002,110.5557,Coal,,,,,11694.45
CHN,China,Huaneng Yangluo power station,2400,30.6931,114.5437,Coal,,,,,11694.45
CHN,China,Lanxi power station,2400,29.1861,119.5068,Coal,,,,,11694.45
CHN,China,Panxian-2 power station,2400,25.4692,104.5924,Coal,,,,,11694.45
CHN,China,Shenhua Guohua Jinjie power station,2400,38.7365,110.1661,Coal,,,,,11694.45
CHN,China,Shenhua Hequ power station,2400,39.3829,111.1852,Coal,,,,,11694.45
CHN,China,Xiangfan power station,2400,31.9122,112.1662,Coal,,,,,11694.45
CHN,China,Xibaipo power station,2400,38.2451,114.2149,Coal,,,,,11694.45
ISR,Israel,Orot Rabin,2590,32.47,34.888,Coal,,,,,11668.74
CAN,Canada,Mica,2746,52.0759,-118.5705,Hydro,12314.04,11596.55,11596.55,12347.78,11624.65
CHN,China,Ertan,3300,26.82,101.78,Hydro,9480.5,11614.32,11649.51,11371.76,11614.32
CHN,China,Huolinhe Zhanute power station,2380,45.4098,119.5971,Coal,,,,,11597
ZAF,South Africa,Hendrina power station,2000,-26.0314,29.6014,Coal,,,,,11544.95
USA,United States of America,Belews Creek,2491.2,36.2811,-80.0603,Coal,,,,,11507.28
USA,United States of America,Grand Gulf,1440,32.0081,-91.0478,Nuclear,,,,,11423.93
MYS,Malaysia,Sultan Aziz power station,1600,3.1172,101.3204,Coal,,,,,11411.87
USA,United States of America,Sherburne County,2469.3,45.3808,-93.8931,Coal,,,,,11406.12
USA,United States of America,FirstEnergy W H Sammis,2468.1,40.5317,-80.6319,Coal,,,,,11400.58
ARE,United Arab Emirates,APC UAN,2430,24.4375,54.491,Gas,,,,,11390.56
RUS,Russia,Kirishskaya GRES,2595,59.4892,32.0503,Gas,,,,,11383.58
USA,United States of America,Jim Bridger,2441.9,41.7378,-108.7875,Coal,,,,,11279.56
JPN,Japan,Nakoso power station,1700,36.9128,140.8128,Coal,,,,,11169
CHN,China,Gansu Wind Farm,6000,40.6876,95.7329,Wind,,,,,11133.67
POL,Poland,Kozienice,2673,51.6658,21.4647,Coal,,,,,11103.28
TJK,Tajikistan,Nurek,3015,38.3717,69.3481,Hydro,9436.64,11269.84,11095.59,11125.99,11095.59
FRA,France,ST LAURENT,1830,47.7197,1.5783,Nuclear,,,,,11065.19
IND,India,FARAKKA STPS,2100,24.772,87.894,Coal,,,,,11062.71
RUS,Russia,Konakovskaya,2520,56.741,36.7707,Gas,,,,,11054.58
USA,United States of America,Cross,2390.1,33.3715,-80.1132,Coal,,,,,11040.29
USA,United States of America,Labadie,2389.4,38.5622,-90.8377,Coal,,,,,11037.05
CHN,China,Panshan power station,2260,39.9793,117.4628,Coal,,,,,11012.28
USA,United States of America,Martin Lake,2379.6,32.2606,-94.5706,Coal,,,,,10991.78
USA,United States of America,Colstrip,2363.4,45.8831,-106.614,Coal,,,,,10916.95
BGD,Bangladesh,Ashuganj (Aggreko),1649,24.0426,91.0158,Gas,,,,,10893.54
CAN,Canada,G.M. Shrum,2730,56.0148,-122.1957,Hydro,11434.96,11395.32,11049.8,11126.49,10873.59
AUS,Australia,Gladstone,1680,-23.8508,151.2187,Coal,,,,,10849.73
JPN,Japan,Tomato-atsuma power station,1650,42.612,141.805,Coal,,,,,10840.5
IRN,Iran,Shahid Rajaee,2040,36.1595,50.2997,Gas,,,,,10835.71
RUS,Russia,Iriklinskaya,2444,51.754,58.8033,Gas,,,,,10721.18
FRA,France,FESSENHEIM,1760,47.9032,7.5631,Nuclear,,,,,10641.93
RUS,Russia,Stavropolskaya GRES,2415,45.3122,41.5111,Gas,,,,,10593.97
RUS,Russia,Beloyarsk,1480,56.8417,61.3225,Nuclear,,,,,10569.2
IND,India,SIMHADRI,2000,17.591,83.0917,Coal,,,,,10535.91
IND,India,SINGRAULI STPS,2000,24.1033,82.7068,Coal,,,,,10535.91
CHN,China,Xinjiang Qiya Smelter power station,2160,44.8594,89.0243,Coal,,,,,10525.01
CHN,China,Yaomeng power station,2160,33.7375,113.2419,Coal,,,,,10525.01
CAN,Canada,Revelstoke,2480,51.0486,-118.1939,Hydro,11157.22,11121.2,11121.2,11187.79,10473.21
SRB,Serbia,TENT A,1730,44.6711,20.1593,Coal,,,,,10443.39
EGY,Egypt,North Giza,2250,30.2483,30.9471,Gas,,,,,10438.64
EGY,Egypt,Nubaria,2250,30.6993,30.6671,Gas,,,,,10438.64
IND,India,LALITPUR TPP,1980,24.7971,78.6463,Coal,,,,,10430.55
IND,India,PRYAGRAJ (BARA) TPP,1980,25.196,81.6594,Coal,,,,,10430.55
IND,India,TALWANDI SABO,1980,29.924,75.2372,Coal,,,,,10430.55
BRA,Brazil,Ilha Solteira,3444,-20.3822,-51.3636,Hydro,6318.07,13271.41,13738.16,12692.9,10428.38
USA,United States of America,Perry,1311.6,41.8006,-81.1439,Nuclear,,,,,10405.29
USA,United States of America,Robert Moses Niagara,2429.1,43.1427,-79.0394,Hydro,11828.5,11802.75,12825.76,12156.64,10402.61
USA,United States of America,Point Beach Nuclear Plant,1311,44.2806,-87.5369,Nuclear,,,,,10400.53
JPN,Japan,Shin Oita,2295,33.2672,131.7076,Gas,,,,,10383.28
ROU,Romania,NPP Cernavoda,1298,44.3215,28.0568,Nuclear,,,,,10374.08
EGY,Egypt,Abu Kir,2236,31.2694,30.1409,Gas,,,,,10373.69
BRA,Brazil,Xingó,3162,-9.6209,-37.7924,Hydro,11872.97,11405.07,10951.39,10548.72,10350.21
AUS,Australia,Hazelwood,1600,-38.2731,146.3923,Coal,,,,,10333.08
CHN,China,XPCC Shihezi Cogen power station,2120,44.4281,86.0936,Coal,,,,,10330.1
DEU,Germany,BoA 2,2100,51.0365,6.6133,Coal,,,,,10324.36
ARE,United Arab Emirates,TAPCO,2200,24.768,54.6873,Gas,,,,,10312.44
USA,United States of America,Indian Point 2,1299,41.2706,-73.9527,Nuclear,,,,,10305.33
BRA,Brazil,Almirante Álvaro Alberto - Unidade II (Antiga Angra II),1350,-23.0072,-44.4588,Nuclear,,,,,10304.38
USA,United States of America,Ghent,2225.9,38.7497,-85.035,Coal,,,,,10281.82
ARG,Argentina,COSTANERA,1982.2,-34.626,-58.3393,Coal,,,,,10273.7
QAT,Qatar,Mesaieed CCGT Power Plant Qatar,2007,24.9753,51.5783,Gas,,,,,10272.41
NLD,Netherlands,Eems,2465,53.4441,6.856,Gas,,,,,10262.1
CHN,China,Shenhua Jiujiang power station,2104,29.8266,116.376,Coal,,,,,10252.14
USA,United States of America,PSEG Hope Creek Generating Station,1290.7,39.4666,-75.5377,Nuclear,,,,,10239.49
VEN,Venezuela,Fransisco de Miranda (Caruachi),2196,8.16,-62.8,Hydro,11060.55,10801.55,10801.55,11090.85,10216.26
CHN,China,Hezhou power station,2090,24.7361,111.3464,Coal,,,,,10183.92
USA,United States of America,R M Schahfer,2201.4,41.2164,-87.0261,Coal,,,,,10168.65
DEU,Germany,Neurath power station,2068,51.0395,6.615,Coal,,,,,10167.04
USA,United States of America,Fermi,1281,41.9631,-83.2581,Nuclear,,,,,10162.54
IRN,Iran,Kerman,1912,30.21,56.7932,Gas,,,,,10155.82
ISR,Israel,Rutenberg,2250,31.6299,34.5216,Coal,,,,,10136.93
TUR,Turkey,Atatürk Dam,2400,37.4825,38.3186,Hydro,8321.22,5863.17,8202.58,8506.5,10131.42
CHN,China,Huadian Laizhou power station,2078,37.4323,120.0177,Coal,,,,,10125.45
PRT,Portugal,Sines power station,1296,37.9322,-8.8038,Coal,,,,,10120.94
GBR,United Kingdom,Pembroke,2180,51.685,-4.99,Gas,,,,,10115.32
USA,United States of America,Wolf Creek Generating Station,1267.7,38.2393,-95.6898,Nuclear,,,,,10057.02
USA,United States of America,Jack McDonough,2848.4,33.8239,-84.4758,Gas,,,,,10044.87
CHN,China,Huadian Shiliquan power station,2060,34.8144,117.5731,Coal,,,,,10037.74
CHN,China,Huaneng Jinling power station,2060,32.1716,119.0195,Coal,,,,,10037.74
CHN,China,Pingdingshan Luyang power station,2060,33.8211,113.0146,Coal,,,,,10037.74
CHN,China,Rizhao power station,2060,35.345,119.5111,Coal,,,,,10037.74
CHN,China,Shuangliao West power station,2060,43.5282,123.463,Coal,,,,,10037.74
MEX,Mexico,Laguna Verde,1510,19.7208,-96.4064,Nuclear,,,,,10020.32
MYS,Malaysia,Jimah power station,1400,2.5903,101.7246,Coal,,,,,9985.39
DEU,Germany,ISAR-2,1485,48.6049,12.2936,Nuclear,,,,,9979.84
RUS,Russia,Boguchanskaya HPP,2997,58.6944,99.1489,Hydro,12762.9,10982.88,12003.33,,9979
USA,United States of America,Jeffrey Energy Center,2160,39.2865,-96.1172,Coal,,,,,9977.41
BLR,Belarus,Lukoml Thermal Power Plant Belarus,2460,54.6803,29.1341,Gas,,,,,9961.97
BHR,Bahrain,Al Dur Power and Water,1540,25.9714,50.6076,Gas,,,,,9961.79
USA,United States of America,AES Petersburg,2154.8,38.5281,-87.2525,Coal,,,,,9953.39
DEU,Germany,BROKDORF,1480,53.8506,9.345,Nuclear,,,,,9946.24
CHN,China,Shuangyashan power station,2040,46.5629,131.6684,Coal,,,,,9940.28
ARE,United Arab Emirates,FAPCO (Fuj F2),2114,25.3142,56.3728,Gas,,,,,9909.32
MEX,Mexico,Manuel Moreno Torres (Chicoasén),2400,16.9428,-93.1012,Hydro,11500.45,9090.78,10497.19,10525.95,9885.87
CHN,China,Dagangshan,2600,29.45,102.22,Hydro,8202.65,8730.29,9775.5,10861.44,9883.84
CHN,China,Guanyinyan,3000,26.52,101.44,Hydro,7053.24,12304.48,8993.08,10008.27,9868.81
DEU,Germany,PHILIPPSBURG-2,1468,49.2529,8.4364,Nuclear,,,,,9865.6
JPN,Japan,Toyama Shinko power station,1500,36.7654,137.1286,Coal,,,,,9855
USA,United States of America,Seabrook,1242,42.8992,-70.8489,Nuclear,,,,,9853.14
CHN,China,Guodian Shizuishan-2 power station,2020,39.2848,106.788,Coal,,,,,9842.83
CHN,China,Huadian Xisaishan power station,2020,30.2031,115.1803,Coal,,,,,9842.83
CHN,China,Xuchang Yulong power station,2020,34.1748,113.3581,Coal,,,,,9842.83
UZB,Uzbekistan,Navoi,1758,40.1569,65.3104,Gas,,,,,9813.57
USA,United States of America,Callaway,1235.8,38.7589,-91.7788,Nuclear,,,,,9803.95
USA,United States of America,Marshall (NC),2119,35.5975,-80.9658,Coal,,,,,9788.03
CHN,China,Binhai Port Unit 1,2000,34.3071,120.2469,Coal,,,,,9745.38
CHN,China,Bohe Coal,2000,22.9657,112.1079,Coal,,,,,9745.38
CHN,China,Datang Fuzhou power station,2000,27.7855,116.5638,Coal,,,,,9745.38
CHN,China,Datang Shentou power station,2000,39.3648,112.5333,Coal,,,,,9745.38
CHN,China,Guangdong Huizhou Pinghai power station,2000,22.6059,114.7419,Coal,,,,,9745.38
CHN,China,Guohua Shouguang power station,2000,37.2697,118.9069,Coal,,,,,9745.38
CHN,China,Guohua Xuzhou power station,2000,34.3858,117.256,Coal,,,,,9745.38
CHN,China,Huadian Jurong power station,2000,32.1949,119.2494,Coal,,,,,9745.38
CHN,China,Huadian Weifang power station,2000,36.6656,119.2632,Coal,,,,,9745.38
CHN,China,Huarun Cangnan power station,2000,27.4974,120.663,Coal,,,,,9745.38
CHN,China,Liulin Liansheng power station,2000,37.4079,110.7761,Coal,,,,,9745.38
CHN,China,Lixin Banji power station,2000,32.8972,116.2425,Coal,,,,,9745.38
CHN,China,Shanghai Caojing power station,2000,30.7607,121.4008,Coal,,,,,9745.38
CHN,China,Shanwei Haifeng power station,2000,22.7545,115.0426,Coal,,,,,9745.38
CHN,China,Shenhua Wanzhou power station,2000,30.6777,108.399,Coal,,,,,9745.38
CHN,China,Taishan Expansion Coal Power Plant,2000,21.8661,112.9213,Coal,,,,,9745.38
CHN,China,Zhejiang Taizhou-2 power station,2000,29.0132,121.6955,Coal,,,,,9745.38
CHN,China,Zheneng Liuheng power station,2000,29.7592,122.1262,Coal,,,,,9745.38
SAU,Saudi Arabia,Riyadh 9,3616.6,24.95,47.065,Oil,,,,,9734.62
EGY,Egypt,Sidi Krir,2092,31.043,29.6652,Gas,,,,,9705.62
ARE,United Arab Emirates,"Jebel Ali ""M""",2060,25.0592,55.1181,Gas,,,,,9656.19
CAN,Canada,La Grande-4,2779,53.8864,-73.466,Hydro,10811.36,10360.69,13563.38,10859.31,9654.51
RUS,Russia,Zainskaya GRES,2200,55.2903,52.0228,Gas,,,,,9650.82
DEU,Germany,GKM (Mannheim) power station,1958,49.4452,8.4891,Coal,,,,,9626.24
SAU,Saudi Arabia,JUBAIL (SWCC),1570,26.91,49.769,Gas,,,,,9617.04
IND,India,DADRI (NCTPP),1820,28.603,77.6078,Coal,,,,,9587.68
VNM,Vietnam,Nhon Trach 1,1215,10.6428,106.84,Gas,,,,,9559.29
AUS,Australia,Yallourn,1480,-38.177,146.3428,Coal,,,,,9558.1
BRA,Brazil,Teles Pires,1819.8,-9.341,-56.7774,Hydro,10539.69,10245.07,10249.81,8472.46,9555.6
CHN,China,Ordos Power Qipanjing power station,1960,39.3857,106.9657,Coal,,,,,9550.47
CHN,China,Weihai power station,1960,37.4499,122.2072,Coal,,,,,9550.47
USA,United States of America,Columbia Generating Station,1200,46.4711,-119.3339,Nuclear,,,,,9519.94
USA,United States of America,Waterford 3,1199.8,29.9953,-90.4716,Nuclear,,,,,9518.35
CHN,China,Changshu-2 power station,1950,31.7578,120.979,Coal,,,,,9501.74
CHN,China,Jinzhushan power station,1950,27.6261,111.4819,Coal,,,,,9501.74
IND,India,AKALTARA TPP,1800,21.9603,82.4091,Coal,,,,,9482.32
IND,India,K_GUDEM NEW,1800,17.6219,80.6936,Coal,,,,,9482.32
USA,United States of America,FirstEnergy Harrison Power Station,2052,39.3842,-80.3325,Coal,,,,,9478.54
EGY,Egypt,High Dam,2100,23.9721,32.8828,Hydro,,,,,9465.76
USA,United States of America,Fort Myers,2680.9,26.6967,-81.7831,Gas,,,,,9454.18
CHN,China,Datang Xinyang power station,1940,32.1099,114.1406,Coal,,,,,9453.01
CHN,China,Nanpu Quanzhou power station,1940,25.2038,118.9439,Coal,,,,,9453.01
DEU,Germany,EMSLAND,1406,52.4716,7.3204,Nuclear,,,,,9448.93
AUS,Australia,Stanwell,1460,-23.5097,150.3195,Coal,,,,,9428.94
USA,United States of America,Chief Joseph,2456.2,47.9951,-119.6404,Hydro,10255.53,10229.49,12027.74,10257.52,9419.23
USA,United States of America,Prairie Island,1186.2,44.622,-92.6333,Nuclear,,,,,9410.46
DEU,Germany,NECKARWESTHEIM-2,1400,49.0408,9.1759,Nuclear,,,,,9408.61
RUS,Russia,Volzhskaya HPP,2671,48.8244,44.6767,Hydro,,,,,9398.71
IND,India,TARAPUR,1400,19.8294,72.6617,Nuclear,,,,,9369
CHN,China,Chongqing Shuanghuai power station,1920,30.1621,106.5474,Coal,,,,,9355.56
CHN,China,Huadian Wangting power station,1920,31.4444,120.4364,Coal,,,,,9355.56
CHN,China,Huaneng Jinggangshan power station,1920,27.0467,115.0203,Coal,,,,,9355.56
CHN,China,Yiyang power station,1920,28.5971,112.2683,Coal,,,,,9355.56
TUR,Turkey,Enka Gebze Doğalgaz Santrali,1595,40.7638,30.393,Gas,,,,,9294.21
USA,United States of America,Homer City Generating Station,2012,40.5128,-79.1961,Coal,,,,,9293.78
JPN,Japan,Tsuruga,1160,35.7519,136.0189,Nuclear,,,,,9266.48
NLD,Netherlands,Eemshaven,1600,53.4355,6.8793,Coal,,,,,9266.43
CHN,China,Datang Qitaihe power station,1900,45.7596,131.0536,Coal,,,,,9258.11
CHN,China,Dengfeng-2 power station,1900,34.3925,113.1997,Coal,,,,,9258.11
CHN,China,Huaneng Taicang power station,1900,31.6566,121.1799,Coal,,,,,9258.11
CHN,China,Hubei Ezhou power station,1900,30.5519,114.6425,Coal,,,,,9258.11
CHN,China,Nanyang Yahekou power station,1900,33.3082,112.6451,Coal,,,,,9258.11
ZAF,South Africa,Camden power station,1600,-26.6201,30.0911,Coal,,,,,9235.96
CHN,China,Jinanqiao,2800,26.81,100.45,Hydro,6583.02,11484.18,8393.54,9341.05,9210.89
CHN,China,Shiheng-2 power station,1890,36.2122,116.5136,Coal,,,,,9209.38
JPN,Japan,Kobe power station,1400,34.7032,135.24,Coal,,,,,9198
JPN,Japan,Reihoku power station,1400,32.4855,130.0429,Coal,,,,,9198
TWN,Taiwan,Ho-Ping power station,1296,24.3078,121.7635,Coal,,,,,9164.11
CHN,China,Guixi power station,1880,28.2891,117.2231,Coal,,,,,9160.65
DEU,Germany,Grohnde,1360,52.0356,9.4135,Nuclear,,,,,9139.79
PHL,Philippines,ILIJAN,1271,13.622,121.0795,Gas,,,,,9135.32
ISR,Israel,Eshkol,1432,31.8388,34.6551,Gas,,,,,9103.03
CAN,Canada,Genesee,1376,53.3446,-114.3049,Coal,,,,,9074.47
USA,United States of America,Conemaugh,1963,40.3842,-79.0611,Coal,,,,,9067.44
CHN,China,Qianxi power station,1860,27.0512,106.1261,Coal,,,,,9063.2
USA,United States of America,Barry,2569.5,31.0069,-88.0103,Gas,,,,,9061.33
IND,India,RAICHUR,1720,16.3532,77.3422,Coal,,,,,9060.88
JPN,Japan,Higashi Ogishima,2000,35.4954,139.745,Gas,,,,,9048.61
JPN,Japan,Sakaiko,2000,34.5704,135.4417,Gas,,,,,9048.61
AUS,Australia,Mt Piper,1400,-33.3589,150.0313,Coal,,,,,9041.44
AUS,Australia,Tarong,1400,-26.7824,151.9153,Coal,,,,,9041.44
USA,United States of America,Wansley,1956.8,33.4134,-85.0323,Coal,,,,,9038.8
USA,United States of America,Clinton Power Station,1138.3,40.1719,-88.8339,Nuclear,,,,,9030.46
CHN,China,Changjiang,1220,19.46,108.9,Nuclear,,,,,9006.76
KOR,South Korea,Bukpyung power station,1190,37.4805,129.1433,Coal,,,,,9003.16
USA,United States of America,Chalk Point LLC,2553,38.5444,-76.6861,Gas,,,,,9003.14
USA,United States of America,Ravenswood,2551,40.7592,-73.9461,Gas,,,,,8996.09
CHN,China,Huaneng Yingkou power station,1840,40.3042,122.1054,Coal,,,,,8965.75
CHN,China,Mawan power station,1840,22.4818,113.872,Coal,,,,,8965.75
IND,India,BELLARY TPS,1700,15.1932,76.7195,Coal,,,,,8955.52
SAU,Saudi Arabia,RAS Al Khair,1460,27.53,49.143,Gas,,,,,8943.23
MEX,Mexico,Tamazunchale,1135,21.3113,-98.7565,Gas,,,,,8903.66
CHN,China,Jiangsu Zhenjiang power station,1820,32.1852,119.2709,Coal,,,,,8868.29
THA,Thailand,Wang Noi,2027,14.2324,100.7805,Gas,,,,,8864.24
USA,United States of America,Gallatin (TN),1918.4,36.3156,-86.4006,Coal,,,,,8861.42
TUR,Turkey,Enka İzmir Doğalgaz Santrali,1520,38.7467,26.9563,Gas,,,,,8857.18
DEU,Germany,Weisweiler power station,1800,50.8392,6.3211,Coal,,,,,8849.45
RUS,Russia,Nizhnevartovskaya,2013,60.9758,76.9433,Gas,,,,,8830.5
MEX,Mexico,Altamira V,1121,22.4997,-97.9053,Gas,,,,,8793.84
USA,United States of America,Big Bend,1903.5,27.7944,-82.4036,Coal,,,,,8792.6
USA,United States of America,Big Cajun 2,1902.9,30.7261,-91.3692,Coal,,,,,8789.82
JPN,Japan,Higashi-Dori,1100,41.188,141.3903,Nuclear,,,,,8787.18
JPN,Japan,Tokai Daini,1100,36.4215,140.6028,Nuclear,,,,,8787.18
AUS,Australia,Vales Point B,1360,-33.1607,151.5431,Coal,,,,,8783.12
TWN,Taiwan,Kuosheng,2040,25.2025,121.6629,Nuclear,,,,,8782.09
CHN,China,Chifeng Yuanbaoshan power station,1800,42.3033,119.325,Coal,,,,,8770.84
CHN,China,Guangdong Shaoguan power station,1800,24.5852,113.5831,Coal,,,,,8770.84
CHN,China,Hebi Fenghe power station,1800,35.8512,114.1798,Coal,,,,,8770.84
CHN,China,Hongjun Aluminum power station,1800,45.5,119.6545,Coal,,,,,8770.84
CHN,China,Shanxi Zhaoguang Phase 1,1800,36.5545,111.6932,Coal,,,,,8770.84
CHN,China,Tianye power station,1800,44.3562,86.0475,Coal,,,,,8770.84
CHN,China,Wujing power station,1800,31.062,121.4664,Coal,,,,,8770.84
CHN,China,Xiangtan power station,1800,27.8287,112.9961,Coal,,,,,8770.84
CHN,China,Xuanwei power station,1800,26.1872,104.1106,Coal,,,,,8770.84
CHN,China,Zhangshan power station,1800,36.3261,113.0814,Coal,,,,,8770.84
USA,United States of America,Baldwin Energy Complex,1894.1,38.205,-89.8544,Coal,,,,,8749.17
VNM,Vietnam,Phu My 1,1108,10.6056,107.04,Gas,,,,,8717.44
USA,United States of America,Keystone,1883.2,40.6604,-79.3411,Coal,,,,,8698.83
IND,India,RAYAL SEEMA,1650,14.704,78.4577,Coal,,,,,8692.13
USA,United States of America,Cardinal,1880.4,40.2522,-80.6486,Coal,,,,,8685.89
SAU,Saudi Arabia,Wasit Gas Plant,1412,27.11,49.312,Gas,,,,,8649.21
USA,United States of America,Martin,2448.5,27.0536,-80.5628,Gas,,,,,8634.62
CHN,China,Huangdao power station,1770,36.039,120.2193,Coal,,,,,8624.66
ITA,Italy,Brindisi Sud power station,2640,40.5632,18.0318,Coal,,,,,8619.4
USA,United States of America,Nine Mile Point,2439.7,29.9472,-90.1458,Gas,,,,,8603.59
USA,United States of America,Union Power Station,2428,33.2961,-92.5894,Gas,,,,,8562.33
USA,United States of America,Limestone,1849.8,31.4219,-96.2525,Coal,,,,,8544.55
JPN,Japan,Takehara power station,1300,34.3373,132.9572,Coal,,,,,8541
IRQ,Iraq,Al-Shemal,2100,36.0547,43.2961,Oil,,,,,8534.93
JPN,Japan,Goi,1886,35.547,140.0724,Gas,,,,,8532.84
SAU,Saudi Arabia,Riyadh 10,3160.61,24.41,47.013,Oil,,,,,8507.26
SGP,Singapore,PowerSeraya Pulau Seraya CCGT Cogen Power Plant Singapore,1540,1.2765,103.7266,Gas,,,,,8502.91
ESP,Spain,CN COFRENTES,1063.94,39.2134,-1.0509,Nuclear,,,,,8499.89
CHN,China,Guadian Dam,2400,27.8221,101.9025,Hydro,6920.5,8340.97,8058.73,9840.7,8472.37
CHN,China,Guandi,2400,27.82,101.88,Hydro,6920.5,8340.97,8058.73,9840.7,8472.37
CHN,China,Nanshan Aluminum Donghai power station,1730,37.7286,120.4433,Coal,,,,,8429.75
IND,India,DAMODARAM SANJEEVAIAH,1600,14.3444,80.1264,Coal,,,,,8428.73
IND,India,SAGARDIGHI TPP,1600,24.3696,88.1046,Coal,,,,,8428.73
IND,India,YERMARUS TPP,1600,16.2949,77.3568,Coal,,,,,8428.73
USA,United States of America,Sanford,2377.8,28.8419,-81.3256,Gas,,,,,8385.3
USA,United States of America,Mystic Generating Station,2375.6,42.3908,-71.0675,Gas,,,,,8377.54
CHE,Switzerland,Kernkraftwerk Leibstadt,1245,47.6012,8.1845,Nuclear,,,,,8366.79
THA,Thailand,BLCP Power,1346,12.6448,101.1605,Coal,,,,,8362.35
CAN,Canada,La Grande-1,1436,53.7323,-78.5712,Hydro,8452.39,8410.54,8504.13,8433.58,8358.81
ESP,Spain,VANDELLOS GR 2,1045.31,40.9511,0.8662,Nuclear,,,,,8351.05
KWT,Kuwait,Doha West,2543,29.3678,47.7865,Gas,,,,,8345.22
TUR,Turkey,Bursa Doğalgaz Santrali,1432,40.2952,29.0736,Gas,,,,,8344.39
USA,United States of America,Independence Steam Electric Station,1800,35.6784,-91.4088,Coal,,,,,8314.51
USA,United States of America,White Bluff,1800,34.4228,-92.1406,Coal,,,,,8314.51
USA,United States of America,Oak Grove (TX),1795.4,31.1803,-96.4866,Coal,,,,,8293.26
RUS,Russia,Berezovskaya GRES,2400,55.5794,89.0725,Coal,,,,,8290.6
CHN,China,Shengli Dongying power station,1700,37.4013,118.5243,Coal,,,,,8283.57
CAN,Canada,Keephills,1253,53.4487,-114.4501,Coal,,,,,8263.3
CAN,Canada,Sir Adam Beck 2,1499,43.1456,-79.0436,Hydro,8307.08,8307.08,8540.2,8528.27,8251.96
USA,United States of America,Powerton,1785.6,40.5408,-89.6786,Coal,,,,,8247.99
